[2026-04-04 15:34:39] START 05_train_droid_curated
[train-sharded:train] 1/1197 shards | elapsed 01:00 | rate 0.02/shard/s | remaining 20:00:40 | epoch=1/1 shard=droid_train_0000.hdf5 samples=9450
[train-sharded:train] 1193/1197 shards | elapsed 21:12:22 | rate 0.02/shard/s | remaining 04:16 | epoch=1/1 shard=droid_train_1192.hdf5 samples=10655
[train-sharded:train] 1194/1197 shards | elapsed 21:13:35 | rate 0.02/shard/s | remaining 03:12 | epoch=1/1 shard=droid_train_1193.hdf5 samples=9872
[train-sharded:train] 1195/1197 shards | elapsed 21:14:54 | rate 0.02/shard/s | remaining 02:08 | epoch=1/1 shard=droid_train_1194.hdf5 samples=10569
[train-sharded:train] 1196/1197 shards | elapsed 21:15:47 | rate 0.02/shard/s | remaining 01:04 | epoch=1/1 shard=droid_train_1195.hdf5 samples=7882
[train-sharded:train] 1197/1197 shards | elapsed 21:16:23 | rate 0.02/shard/s | remaining 00:00 | epoch=1/1 shard=droid_train_1196.hdf5 samples=5913
[train-sharded:train] 1197/1197 shards | elapsed 21:16:23 | rate 0.02/shard/s | remaining 00:00 | feature accumulation and partial-fit finished
[train-sharded:calib] 0/450 passes | elapsed 00:00 | rate 0.00/passe/s | remaining unknown | calibration finished
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 1/149 shards | elapsed 01:01 | rate 0.02/shard/s | remaining 02:30:46 | shard=droid_eval_0000.hdf5 samples=8970
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 2/149 shards | elapsed 02:00 | rate 0.02/shard/s | remaining 02:27:08 | shard=droid_eval_0001.hdf5 samples=8870
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 3/149 shards | elapsed 03:31 | rate 0.01/shard/s | remaining 02:51:16 | shard=droid_eval_0002.hdf5 samples=11385
[train-sharded:eval] 4/149 shards | elapsed 04:45 | rate 0.01/shard/s | remaining 02:52:02 | shard=droid_eval_0003.hdf5 samples=10111
[train-sharded:eval] 5/149 shards | elapsed 05:50 | rate 0.01/shard/s | remaining 02:47:48 | shard=droid_eval_0004.hdf5 samples=9483
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 6/149 shards | elapsed 06:53 | rate 0.01/shard/s | remaining 02:43:54 | shard=droid_eval_0005.hdf5 samples=9287
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 7/149 shards | elapsed 07:41 | rate 0.02/shard/s | remaining 02:35:56 | shard=droid_eval_0006.hdf5 samples=8067
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 8/149 shards | elapsed 08:58 | rate 0.01/shard/s | remaining 02:38:09 | shard=droid_eval_0007.hdf5 samples=10479
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 9/149 shards | elapsed 09:54 | rate 0.02/shard/s | remaining 02:33:57 | shard=droid_eval_0008.hdf5 samples=8572
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 10/149 shards | elapsed 10:47 | rate 0.02/shard/s | remaining 02:29:56 | shard=droid_eval_0009.hdf5 samples=8648
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 11/149 shards | elapsed 11:52 | rate 0.02/shard/s | remaining 02:28:56 | shard=droid_eval_0010.hdf5 samples=9728
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 12/149 shards | elapsed 13:18 | rate 0.02/shard/s | remaining 02:31:53 | shard=droid_eval_0011.hdf5 samples=11749
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 13/149 shards | elapsed 14:11 | rate 0.02/shard/s | remaining 02:28:23 | shard=droid_eval_0012.hdf5 samples=8407
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 14/149 shards | elapsed 15:18 | rate 0.02/shard/s | remaining 02:27:29 | shard=droid_eval_0013.hdf5 samples=10119
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 15/149 shards | elapsed 16:15 | rate 0.02/shard/s | remaining 02:25:06 | shard=droid_eval_0014.hdf5 samples=8433
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 16/149 shards | elapsed 17:17 | rate 0.02/shard/s | remaining 02:23:38 | shard=droid_eval_0015.hdf5 samples=9633
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 17/149 shards | elapsed 18:27 | rate 0.02/shard/s | remaining 02:23:19 | shard=droid_eval_0016.hdf5 samples=10338
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 18/149 shards | elapsed 19:22 | rate 0.02/shard/s | remaining 02:20:56 | shard=droid_eval_0017.hdf5 samples=8824
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 19/149 shards | elapsed 20:36 | rate 0.02/shard/s | remaining 02:21:00 | shard=droid_eval_0018.hdf5 samples=10178
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 20/149 shards | elapsed 21:26 | rate 0.02/shard/s | remaining 02:18:15 | shard=droid_eval_0019.hdf5 samples=8219
[train-sharded:eval] 21/149 shards | elapsed 22:26 | rate 0.02/shard/s | remaining 02:16:45 | shard=droid_eval_0020.hdf5 samples=8929
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 22/149 shards | elapsed 23:34 | rate 0.02/shard/s | remaining 02:16:04 | shard=droid_eval_0021.hdf5 samples=9980
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 23/149 shards | elapsed 24:32 | rate 0.02/shard/s | remaining 02:14:25 | shard=droid_eval_0022.hdf5 samples=8884
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 24/149 shards | elapsed 26:03 | rate 0.02/shard/s | remaining 02:15:41 | shard=droid_eval_0023.hdf5 samples=11894
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 25/149 shards | elapsed 27:07 | rate 0.02/shard/s | remaining 02:14:32 | shard=droid_eval_0024.hdf5 samples=9559
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 26/149 shards | elapsed 28:12 | rate 0.02/shard/s | remaining 02:13:27 | shard=droid_eval_0025.hdf5 samples=9068
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 27/149 shards | elapsed 29:08 | rate 0.02/shard/s | remaining 02:11:40 | shard=droid_eval_0026.hdf5 samples=8678
[train-sharded:eval] 28/149 shards | elapsed 30:20 | rate 0.02/shard/s | remaining 02:11:03 | shard=droid_eval_0027.hdf5 samples=9921
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 29/149 shards | elapsed 31:21 | rate 0.02/shard/s | remaining 02:09:42 | shard=droid_eval_0028.hdf5 samples=9247
[train-sharded:eval] 30/149 shards | elapsed 32:20 | rate 0.02/shard/s | remaining 02:08:14 | shard=droid_eval_0029.hdf5 samples=8901
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 31/149 shards | elapsed 33:18 | rate 0.02/shard/s | remaining 02:06:44 | shard=droid_eval_0030.hdf5 samples=9086
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 32/149 shards | elapsed 34:20 | rate 0.02/shard/s | remaining 02:05:33 | shard=droid_eval_0031.hdf5 samples=9410
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 33/149 shards | elapsed 35:23 | rate 0.02/shard/s | remaining 02:04:24 | shard=droid_eval_0032.hdf5 samples=9417
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 34/149 shards | elapsed 36:09 | rate 0.02/shard/s | remaining 02:02:17 | shard=droid_eval_0033.hdf5 samples=7687
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 35/149 shards | elapsed 37:02 | rate 0.02/shard/s | remaining 02:00:37 | shard=droid_eval_0034.hdf5 samples=8519
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 36/149 shards | elapsed 38:09 | rate 0.02/shard/s | remaining 01:59:45 | shard=droid_eval_0035.hdf5 samples=9703
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 37/149 shards | elapsed 38:55 | rate 0.02/shard/s | remaining 01:57:49 | shard=droid_eval_0036.hdf5 samples=7902
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 38/149 shards | elapsed 39:45 | rate 0.02/shard/s | remaining 01:56:08 | shard=droid_eval_0037.hdf5 samples=8186
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 39/149 shards | elapsed 40:46 | rate 0.02/shard/s | remaining 01:54:58 | shard=droid_eval_0038.hdf5 samples=8905
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 40/149 shards | elapsed 41:39 | rate 0.02/shard/s | remaining 01:53:31 | shard=droid_eval_0039.hdf5 samples=8380
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 41/149 shards | elapsed 42:52 | rate 0.02/shard/s | remaining 01:52:56 | shard=droid_eval_0040.hdf5 samples=10453
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 42/149 shards | elapsed 43:43 | rate 0.02/shard/s | remaining 01:51:23 | shard=droid_eval_0041.hdf5 samples=8067
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 43/149 shards | elapsed 44:52 | rate 0.02/shard/s | remaining 01:50:37 | shard=droid_eval_0042.hdf5 samples=9732
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 44/149 shards | elapsed 46:04 | rate 0.02/shard/s | remaining 01:49:57 | shard=droid_eval_0043.hdf5 samples=10141
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 45/149 shards | elapsed 46:50 | rate 0.02/shard/s | remaining 01:48:15 | shard=droid_eval_0044.hdf5 samples=7752
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 46/149 shards | elapsed 48:05 | rate 0.02/shard/s | remaining 01:47:39 | shard=droid_eval_0045.hdf5 samples=10425
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 47/149 shards | elapsed 49:13 | rate 0.02/shard/s | remaining 01:46:49 | shard=droid_eval_0046.hdf5 samples=10276
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 48/149 shards | elapsed 50:10 | rate 0.02/shard/s | remaining 01:45:34 | shard=droid_eval_0047.hdf5 samples=9227
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 49/149 shards | elapsed 51:15 | rate 0.02/shard/s | remaining 01:44:35 | shard=droid_eval_0048.hdf5 samples=9465
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 50/149 shards | elapsed 52:09 | rate 0.02/shard/s | remaining 01:43:15 | shard=droid_eval_0049.hdf5 samples=8638
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 51/149 shards | elapsed 52:55 | rate 0.02/shard/s | remaining 01:41:40 | shard=droid_eval_0050.hdf5 samples=7587
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 52/149 shards | elapsed 54:01 | rate 0.02/shard/s | remaining 01:40:46 | shard=droid_eval_0051.hdf5 samples=9921
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 53/149 shards | elapsed 54:51 | rate 0.02/shard/s | remaining 01:39:21 | shard=droid_eval_0052.hdf5 samples=8371
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 54/149 shards | elapsed 55:46 | rate 0.02/shard/s | remaining 01:38:06 | shard=droid_eval_0053.hdf5 samples=8696
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 55/149 shards | elapsed 56:54 | rate 0.02/shard/s | remaining 01:37:15 | shard=droid_eval_0054.hdf5 samples=10224
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 56/149 shards | elapsed 58:00 | rate 0.02/shard/s | remaining 01:36:20 | shard=droid_eval_0055.hdf5 samples=9569
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 57/149 shards | elapsed 58:51 | rate 0.02/shard/s | remaining 01:34:59 | shard=droid_eval_0056.hdf5 samples=8039
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 58/149 shards | elapsed 59:49 | rate 0.02/shard/s | remaining 01:33:51 | shard=droid_eval_0057.hdf5 samples=9003
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 59/149 shards | elapsed 01:00:50 | rate 0.02/shard/s | remaining 01:32:48 | shard=droid_eval_0058.hdf5 samples=9425
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 60/149 shards | elapsed 01:01:55 | rate 0.02/shard/s | remaining 01:31:51 | shard=droid_eval_0059.hdf5 samples=9814
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 61/149 shards | elapsed 01:03:07 | rate 0.02/shard/s | remaining 01:31:04 | shard=droid_eval_0060.hdf5 samples=9915
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 62/149 shards | elapsed 01:04:07 | rate 0.02/shard/s | remaining 01:29:58 | shard=droid_eval_0061.hdf5 samples=9064
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 63/149 shards | elapsed 01:05:11 | rate 0.02/shard/s | remaining 01:28:58 | shard=droid_eval_0062.hdf5 samples=9299
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 64/149 shards | elapsed 01:06:05 | rate 0.02/shard/s | remaining 01:27:47 | shard=droid_eval_0063.hdf5 samples=8438
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 65/149 shards | elapsed 01:07:01 | rate 0.02/shard/s | remaining 01:26:37 | shard=droid_eval_0064.hdf5 samples=8456
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 66/149 shards | elapsed 01:08:33 | rate 0.02/shard/s | remaining 01:26:13 | shard=droid_eval_0065.hdf5 samples=11188
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 67/149 shards | elapsed 01:09:22 | rate 0.02/shard/s | remaining 01:24:53 | shard=droid_eval_0066.hdf5 samples=8118
[train-sharded:eval] 68/149 shards | elapsed 01:10:24 | rate 0.02/shard/s | remaining 01:23:52 | shard=droid_eval_0067.hdf5 samples=9333
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 69/149 shards | elapsed 01:11:27 | rate 0.02/shard/s | remaining 01:22:51 | shard=droid_eval_0068.hdf5 samples=9599
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 70/149 shards | elapsed 01:12:15 | rate 0.02/shard/s | remaining 01:21:33 | shard=droid_eval_0069.hdf5 samples=7901
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 71/149 shards | elapsed 01:13:26 | rate 0.02/shard/s | remaining 01:20:40 | shard=droid_eval_0070.hdf5 samples=10068
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 72/149 shards | elapsed 01:14:15 | rate 0.02/shard/s | remaining 01:19:24 | shard=droid_eval_0071.hdf5 samples=8126
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 73/149 shards | elapsed 01:15:04 | rate 0.02/shard/s | remaining 01:18:10 | shard=droid_eval_0072.hdf5 samples=8055
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 74/149 shards | elapsed 01:16:08 | rate 0.02/shard/s | remaining 01:17:10 | shard=droid_eval_0073.hdf5 samples=9320
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 75/149 shards | elapsed 01:17:02 | rate 0.02/shard/s | remaining 01:16:00 | shard=droid_eval_0074.hdf5 samples=8581
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 76/149 shards | elapsed 01:17:49 | rate 0.02/shard/s | remaining 01:14:45 | shard=droid_eval_0075.hdf5 samples=7873
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 77/149 shards | elapsed 01:19:03 | rate 0.02/shard/s | remaining 01:13:55 | shard=droid_eval_0076.hdf5 samples=10252
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 78/149 shards | elapsed 01:19:51 | rate 0.02/shard/s | remaining 01:12:41 | shard=droid_eval_0077.hdf5 samples=7977
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 79/149 shards | elapsed 01:21:06 | rate 0.02/shard/s | remaining 01:11:51 | shard=droid_eval_0078.hdf5 samples=10403
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 80/149 shards | elapsed 01:21:56 | rate 0.02/shard/s | remaining 01:10:40 | shard=droid_eval_0079.hdf5 samples=8333
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 81/149 shards | elapsed 01:22:57 | rate 0.02/shard/s | remaining 01:09:38 | shard=droid_eval_0080.hdf5 samples=8809
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 82/149 shards | elapsed 01:24:04 | rate 0.02/shard/s | remaining 01:08:41 | shard=droid_eval_0081.hdf5 samples=9464
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 83/149 shards | elapsed 01:24:59 | rate 0.02/shard/s | remaining 01:07:35 | shard=droid_eval_0082.hdf5 samples=8716
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
[train-sharded:eval] 84/149 shards | elapsed 01:25:53 | rate 0.02/shard/s | remaining 01:06:28 | shard=droid_eval_0083.hdf5 samples=8538
/usr/local/lib/python3.12/dist-packages/sklearn/linear_model/_base.py:408: RuntimeWarning: invalid value encountered in divide
  prob /= prob.sum(axis=1).reshape((prob.shape[0], -1))
